Eggs,Eggs,Яйце,Яйцо,Oeuf,Uovo,Ovo,Eier,Huevo,Telur,달걀,卵,鸡蛋,Jaja,Jaja,Jaja,Jaja,Jaja,Ovo,Яйце
Turmeric,Turmeric,Куркума,Куркума,Safran des Indes,Curcuma,Curcuma,Kurkuma,Cúrcuma,Kunyit,강황,ターメリック,黄姜,Kurkuma,Kurkuma,Kurkuma,Kurkuma,Kurkuma,Curcuma,Куркума
Zucchini,Zucchini,Тиква,Тыква,Zucchini,Zucchini,Аbóbora,Zucchini,Calabacín,Zucchini,애호박,ズッキーニ,夏南瓜,Tikvice,Tikvice,Tikvice,Tikvice,Tikvice,Аbóbora,Тиква
Pepper,Pepper,Пипер,Перец,Poivre,Pepe,Pimenta,Pfeffer,Pimiento,Lada,후추,ピーマン,胡椒,Paprika,Paprika,Paprika,Paprika,Paprika,Pimenta,Пипер
Carrot,Carrot,Морков,Морковь,Carotte,Carota,Cenoura,Karotte,Zanahoria,Lobak Merah,당근,人参,红萝卜,Šargarepa,Šargarepa,Šargarepa,Šargarepa,Šargarepa,Cenoura,Морков
Coffee,Coffee,Кафе,Кофе,Café,Cafe,Café,Kaffee,Café,Kopi,커피,コーヒー,咖啡,Kafa,Kafa,Kafa,Kafa,Kafa,Café,Кафе
Coconut,Coconut,Кокос,Кокос,Noix de coco,Coco,Côco,Kokosnuss,Coco,Kelapa,코코넛,ココナッツ,椰子,Kokos,Kokos,Kokos,Kokos,Kokos,Côco,Кокос
Blueberry,Blueberry,Боровинка,Черника,Myrtille,Mirtillo,Mirtilos,Blaubeere,Arándano,Beri Biru,블루베리,ブルーベリー,蓝莓,Borovnica,Borovnica,Borovnica,Borovnica,Borovnica,Mirtilos,Боровинка
Blackberry,Blackberry,Къпина,Ежевика,La mûre,Mora,Amora,Brombeere,Mora,Beri Hitam,블랙베리,ブラックベリー,黑莓,Kupina,Kupina,Kupina,Kupina,Kupina,Amora,Къпина
Cherry,Cherry,Череша,Черешня,Cerise,Ciliega,Cerejas,Kirsche,Cereza,Ceri,체리,さくらんぼ,樱桃,Trešnja,Trešnja,Trešnja,Trešnja,Trešnja,Cerejas,Череша
Peach,Peach,Праскова,Персик,Pêche,Pesca,Pêssego,Pfirsich,Melocotón,Pic,복숭아,桃,桃子,Breskva,Breskva,Breskva,Breskva,Breskva,Pêssego,Праскова
Strawberry,Strawberry,Ягода,Клубника,Fraise,Fragola,Morango,Erdbeere,Fresa,Strawberi,딸기,いちご,草莓,Jagoda,Jagoda,Jagoda,Jagoda,Jagoda,Morango,Ягода
Soybeans,Soybeans,Соя,Соя,Soja,Soya,Soja,Sojabohnen,Soja,Kacang Soya,대두,大豆,黄豆,Soja,Soja,Soja,Soja,Soja,Soja,Соя
Sugar cane,Sugar cane,Захар,Сахар,Canne à sucre,Zucchero,Cana de açúcar,Zuckerrohr,Caña de azúcar,Tebu,사탕수수,さとうきび,甘蔗,Sećerna trska,Sećerna trska,Sećerna trska,Sećerna trska,Sećerna trska,Cana de açúcar,Захар
Peas,Peas,Грах,Горох,Pois,Pisello,Ervilhas,Erbsen,Guisante,Kacang pea,완두콩,エンドウ豆,豌豆,Grašak,Grašak,Grašak,Grašak,Grašak,Ervilhas,Грах
Honey,Honey,Мед,Мёд,Miel,Miele,Mel,Honig,Miel,Madu,꿀,ハチミツ,蜂蜜,Med,Med,Med,Med,Med,Mel,Мед
Tangerine,Tangerine,Мандарина,Мандарин,Mandarine,Mandarino,Tangerina,Mandarine,Mandarina,Tangerin,탄제린,みかん,橘子,Mandarine,Mandarine,Mandarine,Mandarine,Mandarine,Tangerina,Мандарина
Bananas,Bananas,Банан,Банан,Bananes,Banana,Banana,Bananen,Banana,Pisang,바나나,バナナ,香蕉,Banane,Banane,Banane,Banane,Banane,Banana,Банан
Mango,Mango,Манго,Манго,Mangue,Mango,Manga,Mango,Mango,Mangga,망고,マンゴー,芒果,Mango,Mango,Mango,Mango,Mango,Manga,Манго
Peanut,Peanut,Фъстък,Арахис,Cacahuète,Arachide,Amendoim,Erdnuss,Cacahuete,Kacang tanah,땅콩,ピーナッツ,花生,Kikiriki,Kikiriki,Kikiriki,Kikiriki,Kikiriki,Amendoim,Фъстък
Cocoa,Cocoa,Какао,Какао,Cacao,Cacao,Cacau,Kakao,Cacao,Koko,코코아,ココア,柯可,Kakao,Kakao,Kakao,Kakao,Kakao,Cacau,Какао
Asparagus,Asparagus,Аспержи,Спаржа,Asperges,Asparago,Aspargos,Spargel,Espárrago,Asparagus,아스파라거스,アスパラガス,卢笋,Šparoga,Šparoga,Šparoga,Šparoga,Šparoga,Aspargos,Аспержи
Lettuce,Lettuce,Маруля,Салат,Salade,Insalata,Alface,Grüner Salat,Lechuga,Salad,상추,レタス,生菜,Salata,Salata,Salata,Salata,Salata,Alface,Маруля
Mushroom,Mushroom,Гъба,Грибы,Champignon,Funghie,Cogumelo,Pilz,Seta,Cendawan,버섯,マッシュルーム,蘑菇,Pečurka,Pečurka,Pečurka,Pečurka,Pečurka,Cogumelo,Гъба
Radish,Radish,Репичка,Редиска,Radis,Ravanello,Rabanete,Rettich,Rábano,Lobak Putih,무,大根,白萝卜,Rotkvica,Rotkvica,Rotkvica,Rotkvica,Rotkvica,Rabanete,Репичка
Okra,Okra,Бамя,Нут,Gombo,Okra,Quiabo,Okra,Quimbombó,Bendi,오크라,オクラ,秋葵,Bambija,Bambija,Bambija,Bambija,Bambija,Quiabo,Бамя
Kale,Kale,Зеле,Капуста,Chou frisé,Cavolo,Couve,Grünkohl,Col,Kubis,케일,ケール,甘蓝,Kelj,Kelj,Kelj,Kelj,Kelj,Couve,Зеле
Avocado,Avocado,Авокадо,Авокадо,Avocat,Avocado,Abacate,Avocado,Aguacate,Avokado,아보카도,アボカド,鳄梨,Avokado,Avokado,Avokado,Avokado,Avokado,Abacate,Авокадо
Pineapple,Pineapple,Ананас,Ананас,Ananas,Ananas,Abacaxi,Ananas,Piña,Nenas,파인애플,パイナップル,凤梨,Ananas,Ananas,Ananas,Ananas,Ananas,Abacaxi,Ананас
Nectarine,Nectarine,Нектарин,Нектарин,Nectarine,Nettarina,Nectarina,Nektarine,Nectarina,Nectarine,천도복숭아,ネクタリン,油桃,Nektarina,Nektarina,Nektarina,Nektarina,Nektarina,Nectarina,Нектарин
Walnut,Walnut,Орех,Грецкий орех,Noyer,Noce,Noz,Nussbaum,Nuez,Walnut,호두,クルミ,核桃,Orah,Orah,Orah,Orah,Orah,Noz,Орех
Paprika,Paprika,Паприка,Перец,Paprika,Paprika,Páprica,Paprika,Pimentón,Paprika,파프리카,パプリカ,辣椒,Paprika,Paprika,Paprika,Paprika,Paprika,Páprica,Паприка
Guava,Guava,Гуава,"
Гуайява",Goyave,Guava,Goiaba,Guave,Guayaba,Jambu Batu,구아바,グァバ,番石榴,Guava,Guava,Guava,Guava,Guava,Goiaba,Гуава
Ginger,Ginger,Джинджифил,Имбирь,Gingembre,Zenzero,Gengibre,Ingwer,Jengibre,Halia,생강,ショウガ,生姜,Đumbir,Đumbir,Đumbir,Đumbir,Đumbir,Gengibre,Джинджифил
Rosemary,Rosemary,Розмарин,Розмарин,Romarin,Rosmarino,Alecrim,Rosmarin,Romero,Rosmeri,로즈마리,ローズマリー,迷迭香,Ruzmarin,Ruzmarin,Ruzmarin,Ruzmarin,Ruzmarin,Alecrim,Розмарин
Cinnamon,Cinnamon,Канела,"Корица
",Cannelle,Cannella,Canela,Zimt,Canela,Kayu Manis,계피,シナモン, 肉桂,Cimet,Cimet,Cimet,Cimet,Cimet,Canela,Канела
Savory,Savory,Чубрица,Чебрец,Sarriette,Savory,"Segurelha
",Bohnenkraut,Ajedrea,Savari,세이버리,セイボリー,风轮草,Ukusan,Ukusan,Ukusan,Ukusan,Ukusan,"Segurelha
",Чубрица
Game.NotCoinsForHint,Not enough coins to use a hint.,Няма достатъчно жълтици за да се използва жокер,Вам не хватает золотых монет на джокер,Pas assez de pièces pour utiliser un indice.,Non hai abastanza monete per chiedere aiuto.,Não há moedas suficientes para usar uma dica.,"Nicht genügend Münzen, um einen Hinweis zu benutzen.",No hay suficientes monedas para usar una pista.,Syiling tidak cukup untuk guna petunjuk.,힌트를 사용할 코인이 충분하지 않습니다.,ヒントを使うには、コインが足りません。,不够金币使用暗示。,Nedovoljno novčića za nagoveštaj,Nedovoljno novčića za nagoveštaj,Nedovoljno novčića za nagoveštaj,Nedovoljno novčića za nagoveštaj,Nedovoljno novčića za nagoveštaj,Não há moedas suficientes para usar uma dica.,Няма достатъчно жълтици за да се използва жокер
Game.OpponentLeftGame,YOUR OPPONENT HAS LEFT THE GAME,ТВОЯТ ОПОНЕНТ НАПУСНА ИГРАТА,Твой оппонент вышел из игры,VOTRE OPPONANT A GAGNÉ LE JEU,IL TUO AVVESARIO HA LASCIATO IL GIOCO.,Oponente deixou o jogo,DEIN GEGNER HAT DAS SPIEL VERLASSEN,TU OPONENTE HA DEJADO EL JUEGO,LAWAN ANDA TELAH TINGGALKAN PERMAINAN,상대 플레이어가 게임에서 나갔습니다,対戦相手がゲームを中断しました,您的对手离开了游戏,PROTIVNIK JE NAPUSTIO IGRU,PROTIVNIK JE NAPUSTIO IGRU,PROTIVNIK JE NAPUSTIO IGRU,PROTIVNIK JE NAPUSTIO IGRU,PROTIVNIK JE NAPUSTIO IGRU,Oponente deixou o jogo,ТВОЯТ ОПОНЕНТ НАПУСНА ИГРАТА
Game.RequestDeclined,REQUEST DECLINED FROM {0},ЗАЯВКАТА ЗА МАЧ БЕШЕ ОТКАЗАНА ОТ {0},Заявка на матч была отказана от {0},DEMANDE DÉCLINÉE DE {0},RIFIUTATO DA {0},Pedido Negado de {0},ANFRAGE VON {0},SOLICITUD RECHAZADA POR {0},PERMINTAAN DITOLAK OLEH {0},{0}가 요청을 거부했습니다,{0}がリクエストを却下しました,{0}拒绝了要求,ZAHTEV ODBIJEN OD {0},ZAHTEV ODBIJEN OD {0},ZAHTEV ODBIJEN OD {0},ZAHTEV ODBIJEN OD {0},ZAHTEV ODBIJEN OD {0},Pedido Negado de {0},ЗАЯВКАТА ЗА МАЧ БЕШЕ ОТКАЗАНА ОТ {0}
Profile.AvatarUploaded,Avatar was uploaded,Аватара е качен,Аватар загружен!,Avatar a été téléchargé,L'avatar è caricato.,Avatar carregado,Avatar wurde hochgeladen,El avatar ha sido subido,Avatar dimuat naik,아바타가 업로드되었습니다,アバターがアップロードされました,头像已上载,Avatar učitan,Avatar učitan,Avatar učitan,Avatar učitan,Avatar učitan,Avatar carregado,Аватара е качен
Profile.AvatarNotUploaded,Avatar was not uploaded,Аватара не беше качен,Аватар не загружен!,Avatar n'a pas été téléchargé,L'avatar non era caricato. ,Avatar não carregado,Avatar wurde nicht hochgeladen,El avatar no ha sido subido,Avatar tidak dimuat naik,아바타가 업로드되지 않았습니다,アバターがアップロードできませんでした,头像尚未上载,Avatar nije učitan,Avatar nije učitan,Avatar nije učitan,Avatar nije učitan,Avatar nije učitan,Avatar não carregado,Аватара не беше качен
Account.SuccessRegistered,Account successfully registered!,Акаунта е създаден успешно,Аватар создан успешно!,Compte enregistré avec succès!,L'account è registrato con successo. ,A sua conta foi registrada com sucesso,Konto erfolgreich registriert!,¡Cuenta registrada con éxito!,Akaun berjaya didaftarkan!,계정이 성공적으로 등록되었습니다!,アカウントは正常に登録されました！,成功注册户口！,Račun uspešno registrovan!,Račun uspešno registrovan!,Račun uspešno registrovan!,Račun uspešno registrovan!,Račun uspešno registrovan!,A sua conta foi registrada com sucesso,Акаунта е създаден успешно
Game.ChallengerNotCreated,Can not create a challenge. Please try again later.,Не може да създаде мач. Опитай пак по-късно.,"Матч не может создаться сейчас. Пожалуйста, попробуйте позже",Impossible de créer un défi. Veuillez réessayer plus tard.,Riprova più tardi.,Desafio não criado. Tente  novamente mais tarde.,Kann keine Challenge erstellen. Bitte versuche es später noch einmal.,"No se puede crear un reto. Por favor, inténtalo de nuevo más tarde.",Tidak boleh mencipta cabaran. Sila cuba sebentar lagi.,도전을 만들 수 없습니다. 나중에 다시 시도하십시오.,チャレンジを作成できません。後ほど再度お試しください。,无法进行挑战。请稍后重试。,Izazov ne može da se kreira. Pokušajte ponovo kasnije.,Izazov ne može da se kreira. Pokušajte ponovo kasnije.,Izazov ne može da se kreira. Pokušajte ponovo kasnije.,Izazov ne može da se kreira. Pokušajte ponovo kasnije.,Izazov ne može da se kreira. Pokušajte ponovo kasnije.,Desafio não criado. Tente  novamente mais tarde.,Не може да създаде мач. Опитай пак по-късно.
Game.NotYourTurn,IT'S NOT YOUR TURN!,НЕ Е ТВОЯТ РЕД,Сейчас не твоя очередь!,Ce n'est pas votre tour!,Non è il tuo turno!,Não é sua vez!,DU BIST NICHT DRAN!,¡NO ES TU TURNO!,IA BUKAN GILIRAN ANDA,순서가 아닙니다!,相手の順番です！,还没轮到你！,NISTE NA REDU!,NISTE NA REDU!,NISTE NA REDU!,NISTE NA REDU!,NISTE NA REDU!,Não é sua vez!,НЕ Е ТВОЯТ РЕД
Game.YourRequestWasDeclined,YOUR REQUEST WAS DECLINED!,ТВОЯТА ЗАЯВКА ЗА МАЧ БЕШЕ ОТКАЗАНА,Твоя заявка на матч была отказана,VOTRE DEMANDE A ÉTÉ DÉCLINÉE!,La tua riquesta era rifiutata.,Seu pedido foi negado!,DEINE ANFRAGE WURDE ABGELEHNT!,¡TU SOLICITUD HA SIDO RECHAZADA!,PERMINTAAN ANDA DITOLAK!,요청이 거절되었습니다!,リクエストが却下されました！,你的要求被拒绝了！,TVOJ ZAHTEV JE ODBIJEN!,TVOJ ZAHTEV JE ODBIJEN!,TVOJ ZAHTEV JE ODBIJEN!,TVOJ ZAHTEV JE ODBIJEN!,TVOJ ZAHTEV JE ODBIJEN!,Seu pedido foi negado!,ТВОЯТА ЗАЯВКА ЗА МАЧ БЕШЕ ОТКАЗАНА
Game.YourTurn,Your turn!,Твоят ред!,Твоя очередь,À ton tour!,Your turn!,A sua vez!,Du bist dran!,¡Tu turno!,Giliran anda!,내 차례에요!,あなたの順番です！,轮到你了!,Tvoj red!,Tvoj red!,Tvoj red!,Tvoj red!,Tvoj red!,A sua vez!,Твоят ред!
Game.CongratsYouWon,"Congratulations, you won!","Честито, ти спечели!",Поздравляем! Ты выиграл!,"Félicitations, vous avez gagné!","Congratulazioni, hai vinto!","Parabéns, você Ganhou!","Herzlichen Glückwunsch, Du hast gewonnen!","Enhorabuena, ¡has ganado!","Tahniah, anda menang!","축하합니다, 우승했어요!",おめでとうございます、勝ちました！,恭喜，你赢了！,"Čestitamo, pobedili ste!","Čestitamo, pobedili ste!","Čestitamo, pobedili ste!","Čestitamo, pobedili ste!","Čestitamo, pobedili ste!","Parabéns, você Ganhou!","Честито, ти спечели!"
Game.YouWon,You Won!,Ти спечели!,Tы выиграл!,Tu as gagné!,Hai vinto!,Você Venceu!,Du hast gewonnen!,¡Has ganado!,Anda Menang!,우승!,勝ち！,你赢了！,Pobedili ste!,Pobedili ste!,Pobedili ste!,Pobedili ste!,Pobedili ste!,Você Venceu!,Ти спечели!
Game.YouLost,You Lost!,Ти загуби!,Ты проиграл!,Tu as perdu!,Hai perso!,Você Perdeu!,Du hast verloren!,¡Has perdido!,Anda Kalah!,패배!,負け！,你输了！,Izgubili ste!,Izgubili ste!,Izgubili ste!,Izgubili ste!,Izgubili ste!,Você Perdeu!,Ти загуби!
Game.ItsDrawn,It's a Draw!,Равен!,Ничья!,C'est un tirage au sort!,Siete pari!,Empate!,Es ist ein Unentschieden!,¡Empate!,Ianya Seri!,무승부!,引き分け！,平局！,Nerešeno!,Nerešeno!,Nerešeno!,Nerešeno!,Nerešeno!,Empate!,Равен!
Button.QuitGame,Quit Game,Излез от играта,Выйти из игры,Quitter le jeu,Abbandonare il gioco,Desistir do jogo,Spiel verlassen,Abandonar el juego,Berhenti Permainan,게임 나가기,ゲームを中断する,退出游戏,Napusti igru,Napusti igru,Napusti igru,Napusti igru,Napusti igru,Desistir do jogo,Излез от играта
Game.NotCoinsForHintNeedMore,Not enough coins to use a hint. You need {0} more coins,Няма достатъчно жълтици за да се използва жокер. Трябват още {0} жълтици,Недостаточно монет для использования подсказки. Вам нужно {0} больше монет,Pas assez de pièces pour utiliser un indice. Vous avez besoin de {0} plus de pièces,Non sono sufficienti monete per utilizzare un suggerimento. Hai bisogno di {0} altre monete,Não há moedas suficientes para usar uma dica. Você precisa de {0} mais moedas,"Nicht genügend Münzen, um einen Hinweis zu benutzen. Du brauchst {0} mehr Münzen",No hay suficientes monedas para usar una pista. Necesitas {0} monedas más,Syiling tidak cukup untuk guna petunjuk. Anda perlukan {0} lebih syiling,힌트를 사용할 코인이 충분하지 않습니다. {0} 코인이 더 필요합니다,ヒントを使うにはコインが足りません。あと{0}枚のコインが必要です。,不够金币使用暗示。您需要多 {0} 枚金币,Nedovoljno novčića za nagoveštaj. Treba ti još {0} novčića,Nedovoljno novčića za nagoveštaj. Treba ti još {0} novčića,Nedovoljno novčića za nagoveštaj. Treba ti još {0} novčića,Nedovoljno novčića za nagoveštaj. Treba ti još {0} novčića,Nedovoljno novčića za nagoveštaj. Treba ti još {0} novčića,Não há moedas suficientes para usar uma dica. Você precisa de {0} mais moedas,Няма достатъчно жълтици за да се използва жокер. Трябват още {0} жълтици
